Attribute,Cluster ID
s_hbips_3_overall_num,0
s_hbips_2_overall_num,0
s_hbips_7_overall_den,0
s_hbips_6_overall_num,0
s_hbips_6_overall_den,0
s_tob_1_denominator,0
s_fuh_7_denominator,3
s_fuh_30_denominator,3
s_tob_2_numerator,4
s_sub_1_numerator,5
s_tob_2_2a__denominator,5
s_tob_1_numerator,5
s_imm_2_denominator,5
s_tob_2_2a_denominator,5
s_sub_1_denominator,5
s_imm_2_numerator,5
s_hbips_7_overall_num,5
s_tob_2a_numerator,9
s_hbips_5_overall_den,9
s_fuh_7_numerator,9
s_fuh_30_numerator,9
s_tob_1_measure_description,13
s_hbips_2_measure_description,13
s_sub_1_measure_description,13
s_hbips_3_measure_description,13
s_imm_2_measure_description,13
s_hbips_5_overall_num,14
s_hbips_2_overall_rate_per_1000,15
s_hbips_3_overall_rate_per_1000,15
s_hie_no_percent,15
s_hie_yes_percent,15
s_flu_season_start_date,20
s_tob_2_percentage,20
s_ehr_certified_percentage,20
s_ehr_paper_percentage,20
s_flu_season_end_date,20
s_tob_2a_percentage,20
s_ehr_certified_count,20
s_imm_2_percentage,20
s_fuh_measure_start_date,20
s_peoc_no_count,20
s_fuh_7_percentage,20
s_tob_1_percentage,20
state,20
s_hbips_7_overall_percentage_of_total,20
s_hcp_percentage,20
s_hbips_5_overall_percentage_of_total,20
s_hie_yes_count,20
end_date,20
s_peoc_no_percentage,20
s_peoc_yes_count,20
s_sub_1_percentage,20
s_ehr_non_certified_percentage,20
s_ehr_non_certified_count,20
s_hbips_6_overall_percentage_of_total,20
start_date,20
s_fuh_measure_end_date,20
s_hie_no_count,20
s_peoc_yes_percentage,20
s_fuh_30_percentage,20
s_ehr_paper_count,20
tob_2_2a_measure_desc,21
s_peoc_measure_description,21
s_hcp_measure_description,21
s_ehr_use_measure_description,21
s_hbips_6_measure_description,21
s_hie_measure_description,21
s_hbips_7_measure_description,22
s_fuh_measure_description,22
s_hbips_5_measure_description,22
