2,tr_hbips_6_overall_num
36,tr_sub_1_percentage
2,tr_hbips_7_overall_num
43,tr_hbips_3_overall_den
28,tr_hbips_7_measure_description
4,tr_end_date
35,tr_hcp_numerator
36,tr_tob_2a_percentage
32,tr_hbips_2_measure_description
10,tr_peoc_assessed_response
24,tr_hcp_percentage
30,tr_sub_1_footnote
3,tr_sub_1_measure_description
35,tr_hcp_denominator
12,tr_hbips_2_overall_rate_per_1000
30,tr_hcp_footnote
23,tr_tob_2_footnote
12,tr_hbips_3_overall_rate_per_1000
7,tr_hbips_2_overall_footnote
3,tr_hbips_5_measure_description
8,tr_tob_2a_footnote
2,tr_imm_2_denominator
20,tr_hbips_5_overall_den
7,tr_hbips_7_overall_footnote
2,tr_hbips_6_overall_den
8,tr_fuh_7_footnote
20,tr_tob_2_2a__denominator
41,tr_hbips_5_overall_footnote
4,tr_fuh_measure_end_date
7,tr_ehr_use_footnote
10,tr_hie_response
7,tr_hbips_3_overall_footnote
13,tr_hbips_6_measure_description
2,tr_tob_1_denominator
36,tr_hbips_6_overall_percentage_of_total
42,tr_hcp_measure_description
3,tr_hie_measure_description
36,tr_imm_2_percentage
35,tr_tob_2_numerator
7,tr_hie_footnote
9,tr_provider_number
44,tr_ehr_use_response
20,tr_fuh_7_denominator
36,tr_tob_2_percentage
39,tr_peoc_measure_description
36,tr_hbips_5_overall_percentage_of_total
7,tr_hbips_6_overall_footnote
31,tr_zip_code
22,tr_tob_2_2a_measure_desc
0,tr_state
20,tr_tob_2a_numerator
29,tr_hbips_2_overall_num
25,tr_address
30,tr_tob_1_footnote
4,tr_flu_season_end_date
36,tr_fuh_7_percentage
36,tr_fuh_30_percentage
17,tr_ehr_use_measure_description
11,tr_fuh_measure_description
35,tr_fuh_30_numerator
16,tr_hbips_3_overall_num
36,tr_tob_1_percentage
2,tr_tob_1_numerator
35,tr_fuh_30_denominator
39,tr_hbips_3_measure_description
26,tr_hospital_name
43,tr_hbips_2_overall_den
2,tr_hbips_7_overall_den
20,tr_hbips_5_overall_num
30,tr_imm_2_footnote
4,tr_flu_season_start_date
35,tr_imm_2_numerator
40,tr_country_name
4,tr_fuh_measure_start_date
4,tr_start_date
2,tr_sub_1_numerator
3,tr_tob_1_measure_description
35,tr_tob_2_2a_denominator
40,tr_city
23,tr_fuh_30_footnote
2,tr_sub_1_denominator
35,tr_fuh_7_numerator
27,tr_imm_2_measure_description
7,tr_peoc_assessed_footnote
36,tr_hbips_7_overall_percentage_of_total
