34,tr_hbips_6_overall_num
0,tr_sub_1_percentage
34,tr_hbips_7_overall_num
15,tr_hbips_3_overall_den
32,tr_hbips_7_measure_description
2,tr_end_date
3,tr_hcp_numerator
0,tr_tob_2a_percentage
31,tr_hbips_2_measure_description
6,tr_peoc_assessed_response
25,tr_hcp_percentage
29,tr_sub_1_footnote
19,tr_sub_1_measure_description
3,tr_hcp_denominator
5,tr_hbips_2_overall_rate_per_1000
29,tr_hcp_footnote
37,tr_tob_2_footnote
5,tr_hbips_3_overall_rate_per_1000
10,tr_hbips_2_overall_footnote
19,tr_hbips_5_measure_description
13,tr_tob_2a_footnote
34,tr_imm_2_denominator
36,tr_hbips_5_overall_den
10,tr_hbips_7_overall_footnote
34,tr_hbips_6_overall_den
13,tr_fuh_7_footnote
36,tr_tob_2_2a__denominator
33,tr_hbips_5_overall_footnote
2,tr_fuh_measure_end_date
10,tr_ehr_use_footnote
6,tr_hie_response
10,tr_hbips_3_overall_footnote
8,tr_hbips_6_measure_description
34,tr_tob_1_denominator
0,tr_hbips_6_overall_percentage_of_total
19,tr_hcp_measure_description
19,tr_hie_measure_description
0,tr_imm_2_percentage
30,tr_tob_2_numerator
10,tr_hie_footnote
14,tr_provider_number
28,tr_ehr_use_response
36,tr_fuh_7_denominator
0,tr_tob_2_percentage
1,tr_peoc_measure_description
0,tr_hbips_5_overall_percentage_of_total
10,tr_hbips_6_overall_footnote
24,tr_zip_code
26,tr_tob_2_2a_measure_desc
18,tr_state
36,tr_tob_2a_numerator
21,tr_hbips_2_overall_num
23,tr_address
29,tr_tob_1_footnote
2,tr_flu_season_end_date
0,tr_fuh_7_percentage
0,tr_fuh_30_percentage
1,tr_ehr_use_measure_description
16,tr_fuh_measure_description
30,tr_fuh_30_numerator
38,tr_hbips_3_overall_num
0,tr_tob_1_percentage
34,tr_tob_1_numerator
30,tr_fuh_30_denominator
19,tr_hbips_3_measure_description
28,tr_hospital_name
15,tr_hbips_2_overall_den
34,tr_hbips_7_overall_den
36,tr_hbips_5_overall_num
29,tr_imm_2_footnote
2,tr_flu_season_start_date
30,tr_imm_2_numerator
6,tr_country_name
2,tr_fuh_measure_start_date
2,tr_start_date
34,tr_sub_1_numerator
19,tr_tob_1_measure_description
30,tr_tob_2_2a_denominator
6,tr_city
37,tr_fuh_30_footnote
34,tr_sub_1_denominator
30,tr_fuh_7_numerator
11,tr_imm_2_measure_description
10,tr_peoc_assessed_footnote
0,tr_hbips_7_overall_percentage_of_total
