Attribute,Cluster ID
7,flu_season_end_date
7,end_date
7,fuh_measure_end_date
7,flu_season_start_date
7,fuh_measure_start_date
7,start_date
9,hbips_6_measure_description
9,s_hbips_6_measure_description
9,hbips_2_measure_description
9,s_hbips_2_measure_description
10,hbips_7_measure_description
10,s_hbips_7_measure_description
11,s_fuh_measure_description
11,tob_2_2a_measure_desc
11,fuh_measure_description
14,s_flu_season_start_date
14,end_date
14,s_fuh_measure_start_date
14,s_fuh_measure_end_date
14,s_flu_season_end_date
14,start_date
16,s_ehr_use_measure_description
16,tob_2_2a_measure_desc
16,s_peoc_measure_description
16,ehr_use_measure_description
16,ehr_use_response
17,s_hcp_measure_description
17,s_sub_1_measure_description
17,s_tob_1_measure_description
17,peoc_measure_description
17,s_hbips_3_measure_description
17,hbips_5_measure_description
17,tob_1_measure_description
17,s_hie_measure_description
17,hbips_3_measure_description
17,s_imm_2_measure_description
17,hie_measure_description
17,hcp_measure_description
17,sub_1_measure_description
17,imm_2_measure_description
17,s_hbips_5_measure_description
18,hie_response
18,city
18,state
18,peoc_assessed_response
18,country_name
22,hbips_3_overall_rate_per_1000
22,hbips_2_overall_rate_per_1000
23,st_name
24,hospital_name
24,address
25,s_hie_yes_percent
25,s_hie_no_percent
25,s_hbips_3_overall_rate_per_1000
25,s_hbips_2_overall_rate_per_1000
26,st_no
27,sub_1_numerator
27,imm_2_numerator
30,state
33,fuh_7_denominator
33,fuh_30_denominator
33,tob_2a_numerator
33,hbips_5_overall_num
33,hcp_denominator
33,fuh_7_numerator
33,hbips_5_overall_den
33,tob_2_2a_denominator
33,tob_2_numerator
33,hcp_numerator
33,fuh_30_numerator
33,tob_2_2a__denominator
34,hbips_6_overall_num
34,hbips_6_overall_den
34,sub_1_denominator
34,tob_1_numerator
34,imm_2_denominator
34,tob_1_denominator
34,hbips_7_overall_den
34,hbips_7_overall_num
38,provider_number
39,s_hbips_3_overall_den
39,s_hbips_2_overall_den
40,hbips_2_overall_den
40,hbips_3_overall_den
41,s_hcp_numerator
41,s_tob_1_denominator
41,s_hbips_7_overall_num
41,s_hbips_6_overall_num
41,s_tob_1_numerator
41,s_hbips_6_overall_den
41,s_hcp_denominator
41,s_hbips_7_overall_den
46,zip_code
47,hbips_3_overall_num
47,hbips_2_overall_num
48,s_tob_2_2a__denominator
48,s_fuh_7_numerator
48,s_tob_2_2a_denominator
48,s_sub_1_numerator
48,s_imm_2_denominator
48,s_fuh_30_numerator
48,s_sub_1_denominator
48,s_imm_2_numerator
48,s_hbips_5_overall_den
48,s_fuh_7_denominator
48,s_tob_2a_numerator
48,s_fuh_30_denominator
48,s_tob_2_numerator
48,s_hbips_5_overall_num
53,hcp_footnote
53,hbips_5_overall_footnote
53,hcp_percentage
53,s_hie_yes_count
53,tob_2_footnote
53,s_peoc_no_count
53,s_ehr_paper_percentage
53,imm_2_footnote
53,s_peoc_yes_count
53,s_ehr_certified_percentage
53,s_peoc_no_percentage
53,fuh_30_footnote
53,s_hie_no_count
53,s_peoc_yes_percentage
53,fuh_7_footnote
53,s_ehr_certified_count
53,tob_2a_footnote
53,s_ehr_paper_count
53,s_ehr_non_certified_percentage
54,imm_2_percentage
54,hbips_6_overall_percentage_of_total
54,hbips_7_overall_percentage_of_total
54,s_tob_2_percentage
54,s_tob_2a_percentage
54,hbips_6_overall_footnote
54,hbips_3_overall_footnote
54,s_imm_2_percentage
54,hbips_5_overall_percentage_of_total
54,s_fuh_30_percentage
54,s_tob_1_percentage
54,s_fuh_7_percentage
54,s_hbips_5_overall_percentage_of_total
54,tob_2_percentage
54,s_hbips_7_overall_percentage_of_total
54,s_hcp_percentage
54,fuh_7_percentage
54,ehr_use_footnote
54,tob_1_footnote
54,fuh_30_percentage
54,sub_1_percentage
54,s_sub_1_percentage
54,sub_1_footnote
54,tob_1_percentage
54,s_ehr_non_certified_count
54,s_hbips_6_overall_percentage_of_total
54,hbips_7_overall_footnote
54,hbips_2_overall_footnote
54,peoc_assessed_footnote
54,hie_footnote
54,tob_2a_percentage
55,s_hbips_2_overall_num
55,s_hbips_3_overall_num
