Attribute,Cluster ID
0,tr_tob_1_measure_description
0,ts_s_hbips_5_measure_description
0,tr_hbips_5_measure_description
0,ts_s_hbips_3_measure_description
0,tr_ehr_use_response
0,tr_sub_1_measure_description
0,ts_s_hie_measure_description
0,tr_peoc_measure_description
0,ts_s_imm_2_measure_description
0,ts_s_sub_1_measure_description
0,tr_hospital_name
0,tr_hie_measure_description
0,ts_s_hcp_measure_description
0,ts_s_tob_1_measure_description
0,tr_imm_2_measure_description
0,tr_hcp_measure_description
0,tr_hbips_3_measure_description
1,ts_s_peoc_measure_description
1,ts_tob_2_2a_measure_desc
1,tr_ehr_use_measure_description
1,tr_address
1,ts_s_ehr_use_measure_description
8,ts_st_name
9,tr_tob_2_2a_measure_desc
9,tr_fuh_measure_description
9,ts_s_fuh_measure_description
10,ts_s_hbips_7_measure_description
10,tr_hbips_7_measure_description
11,tr_tob_1_percentage
11,tr_imm_2_percentage
11,ts_s_tob_2a_percentage
11,tr_fuh_30_percentage
11,ts_s_sub_1_percentage
11,ts_s_hbips_5_overall_percentage_of_total
11,tr_tob_2_percentage
11,tr_hbips_6_overall_percentage_of_total
11,ts_s_fuh_7_percentage
11,tr_hbips_5_overall_percentage_of_total
11,ts_s_hcp_percentage
11,tr_sub_1_percentage
11,ts_s_imm_2_percentage
11,tr_tob_2a_percentage
11,tr_fuh_7_percentage
11,ts_s_tob_1_percentage
11,ts_s_tob_2_percentage
11,ts_s_hbips_6_overall_percentage_of_total
11,ts_s_fuh_30_percentage
11,ts_s_hbips_7_overall_percentage_of_total
11,tr_hbips_7_overall_percentage_of_total
12,tr_hbips_2_overall_footnote
12,tr_hie_footnote
12,tr_hbips_7_overall_footnote
12,tr_hbips_3_overall_footnote
12,tr_hbips_6_overall_footnote
12,ts_s_ehr_non_certified_count
12,tr_ehr_use_footnote
12,tr_peoc_assessed_footnote
16,tr_state
16,tr_city
16,tr_country_name
16,tr_hie_response
16,tr_peoc_assessed_response
17,tr_hbips_6_measure_description
17,ts_s_hbips_6_measure_description
17,tr_hbips_2_measure_description
17,ts_s_hbips_2_measure_description
19,tr_hbips_3_overall_num
19,tr_hbips_2_overall_num
20,tr_sub_1_footnote
20,ts_s_ehr_non_certified_percentage
20,tr_tob_1_footnote
20,tr_hcp_footnote
20,tr_imm_2_footnote
21,ts_s_ehr_certified_percentage
21,ts_s_ehr_paper_percentage
21,ts_s_peoc_no_count
21,ts_s_peoc_yes_percentage
21,tr_hcp_percentage
21,ts_s_peoc_no_percentage
23,tr_fuh_measure_start_date
23,tr_end_date
23,tr_flu_season_start_date
23,tr_start_date
23,tr_flu_season_end_date
23,tr_fuh_measure_end_date
24,ts_s_hbips_2_overall_rate_per_1000
24,ts_s_hie_no_percent
24,ts_s_hie_yes_percent
24,ts_s_hbips_3_overall_rate_per_1000
26,ts_st_no
27,ts_s_hbips_3_overall_num
27,ts_s_hbips_2_overall_num
29,ts_s_hie_yes_count
29,ts_s_peoc_yes_count
29,tr_tob_2a_footnote
29,ts_s_hie_no_count
29,tr_fuh_30_footnote
29,ts_s_ehr_paper_count
29,ts_s_ehr_certified_count
29,tr_hbips_5_overall_footnote
29,tr_fuh_7_footnote
29,tr_tob_2_footnote
31,ts_s_fuh_measure_end_date
31,ts_s_fuh_measure_start_date
31,ts_start_date
31,ts_s_flu_season_start_date
31,ts_s_flu_season_end_date
31,ts_end_date
34,tr_fuh_30_denominator
34,tr_hbips_5_overall_den
34,tr_tob_2_numerator
34,tr_hbips_5_overall_num
34,tr_tob_2_2a_denominator
34,tr_tob_2_2a__denominator
34,tr_tob_2a_numerator
34,tr_fuh_7_denominator
34,tr_fuh_7_numerator
34,tr_fuh_30_numerator
35,ts_s_hbips_7_overall_den
35,ts_s_hcp_denominator
35,ts_s_sub_1_numerator
35,ts_s_tob_1_numerator
35,ts_s_tob_2_2a__denominator
35,ts_s_hbips_7_overall_num
35,ts_s_tob_2_2a_denominator
35,ts_s_fuh_30_denominator
35,ts_s_fuh_30_numerator
35,ts_s_tob_1_denominator
35,ts_s_sub_1_denominator
35,ts_s_imm_2_denominator
35,ts_s_fuh_7_denominator
35,ts_s_hbips_6_overall_num
35,ts_s_imm_2_numerator
35,ts_s_hcp_numerator
35,ts_s_hbips_6_overall_den
36,ts_s_tob_2_numerator
36,ts_s_hbips_5_overall_num
36,ts_s_tob_2a_numerator
36,ts_s_hbips_5_overall_den
36,ts_s_fuh_7_numerator
38,tr_zip_code
41,ts_state
42,tr_hbips_6_overall_num
42,tr_tob_1_numerator
42,tr_hbips_7_overall_num
42,tr_imm_2_denominator
42,tr_imm_2_numerator
42,tr_hbips_7_overall_den
42,tr_hbips_6_overall_den
42,tr_tob_1_denominator
42,tr_sub_1_denominator
42,tr_sub_1_numerator
43,tr_hcp_denominator
43,tr_hcp_numerator
44,tr_hbips_2_overall_den
44,tr_hbips_3_overall_den
45,ts_s_hbips_2_overall_den
45,ts_s_hbips_3_overall_den
46,tr_provider_number
47,tr_hbips_3_overall_rate_per_1000
47,tr_hbips_2_overall_rate_per_1000
