Attribute,Cluster ID
0,tr_zip_code
5,ts_s_hbips_3_overall_den
5,ts_s_hbips_2_overall_den
5,tr_provider_number
6,tr_hbips_2_overall_den
6,tr_hbips_3_overall_den
10,ts_s_hcp_denominator
10,ts_s_hcp_numerator
11,ts_s_hbips_7_overall_den
11,ts_s_sub_1_numerator
11,ts_s_tob_1_numerator
11,ts_s_tob_2a_numerator
11,ts_s_hbips_7_overall_num
11,ts_s_fuh_7_numerator
11,ts_s_fuh_30_denominator
11,ts_s_hbips_2_overall_num
11,ts_s_imm_2_denominator
11,ts_s_tob_1_denominator
11,ts_s_tob_2_2a__denominator
11,ts_s_hbips_6_overall_num
11,ts_s_fuh_7_denominator
11,ts_s_hbips_6_overall_den
11,ts_s_fuh_30_numerator
11,ts_s_sub_1_denominator
11,ts_s_tob_2_2a_denominator
11,ts_s_hbips_3_overall_num
11,ts_s_hbips_5_overall_num
11,ts_s_imm_2_numerator
11,ts_s_hbips_5_overall_den
11,ts_s_tob_2_numerator
12,ts_st_name
14,ts_s_hie_yes_count
14,ts_s_ehr_paper_count
14,ts_s_peoc_yes_count
14,tr_tob_2a_footnote
14,ts_s_hie_no_count
14,tr_fuh_30_footnote
14,ts_s_peoc_yes_percentage
14,ts_s_peoc_no_count
14,tr_hcp_percentage
14,ts_s_ehr_certified_count
14,tr_hbips_5_overall_footnote
14,ts_s_peoc_no_percentage
14,tr_fuh_7_footnote
14,tr_tob_2_footnote
15,tr_hbips_6_overall_num
15,tr_hbips_7_overall_num
15,tr_hcp_numerator
15,tr_hcp_denominator
15,tr_imm_2_denominator
15,tr_hbips_5_overall_den
15,tr_hbips_6_overall_den
15,tr_tob_2_2a__denominator
15,tr_tob_2_numerator
15,tr_fuh_7_numerator
15,tr_fuh_7_denominator
15,tr_tob_2a_numerator
15,tr_sub_1_denominator
15,tr_fuh_30_numerator
15,tr_tob_1_numerator
15,tr_fuh_30_denominator
15,tr_tob_2_2a_denominator
15,tr_hbips_7_overall_den
15,tr_hbips_5_overall_num
15,tr_imm_2_numerator
15,tr_tob_1_denominator
15,tr_sub_1_numerator
16,ts_st_no
17,tr_tob_2_2a_measure_desc
17,tr_fuh_measure_description
17,ts_s_fuh_measure_description
18,ts_s_hbips_2_overall_rate_per_1000
18,ts_s_hie_no_percent
18,ts_s_hie_yes_percent
18,ts_s_hbips_3_overall_rate_per_1000
19,ts_s_ehr_certified_percentage
19,ts_s_ehr_paper_percentage
19,tr_imm_2_footnote
19,tr_sub_1_footnote
19,tr_tob_1_footnote
19,ts_s_ehr_non_certified_percentage
19,tr_hcp_footnote
20,tr_hbips_3_overall_num
20,tr_hbips_2_overall_num
21,tr_city
21,tr_country_name
21,tr_hie_response
21,tr_peoc_assessed_response
22,tr_hbips_6_measure_description
22,ts_s_hbips_6_measure_description
22,tr_hbips_2_measure_description
22,ts_s_hbips_2_measure_description
23,ts_s_hbips_5_measure_description
23,ts_s_imm_2_measure_description
23,ts_s_peoc_measure_description
23,tr_hbips_5_measure_description
23,ts_s_sub_1_measure_description
23,tr_tob_1_measure_description
23,tr_hbips_7_measure_description
23,ts_s_hcp_measure_description
23,tr_ehr_use_response
23,ts_s_hie_measure_description
23,tr_peoc_measure_description
23,ts_s_ehr_use_measure_description
23,ts_s_hbips_7_measure_description
23,tr_address
23,tr_ehr_use_measure_description
23,ts_tob_2_2a_measure_desc
23,tr_hcp_measure_description
23,ts_s_hbips_3_measure_description
23,tr_hbips_3_measure_description
23,tr_sub_1_measure_description
23,tr_hospital_name
23,tr_hie_measure_description
23,ts_s_tob_1_measure_description
23,tr_imm_2_measure_description
24,tr_hbips_3_overall_rate_per_1000
24,tr_hbips_2_overall_rate_per_1000
25,ts_s_tob_2a_percentage
25,ts_s_hbips_5_overall_percentage_of_total
25,tr_hbips_6_overall_percentage_of_total
25,ts_s_fuh_7_percentage
25,ts_s_hbips_6_overall_percentage_of_total
25,tr_hbips_2_overall_footnote
25,tr_fuh_30_percentage
25,ts_s_hbips_7_overall_percentage_of_total
25,ts_s_tob_1_percentage
25,ts_s_ehr_non_certified_count
25,tr_ehr_use_footnote
25,tr_tob_2_percentage
25,ts_s_sub_1_percentage
25,tr_imm_2_percentage
25,ts_s_tob_2_percentage
25,tr_hie_footnote
25,tr_hbips_3_overall_footnote
25,tr_hbips_5_overall_percentage_of_total
25,tr_hbips_6_overall_footnote
25,tr_sub_1_percentage
25,tr_tob_2a_percentage
25,tr_fuh_7_percentage
25,ts_s_fuh_30_percentage
25,tr_tob_1_percentage
25,tr_hbips_7_overall_footnote
25,ts_s_hcp_percentage
25,ts_s_imm_2_percentage
25,tr_peoc_assessed_footnote
25,tr_hbips_7_overall_percentage_of_total
27,tr_state
27,ts_state
29,ts_s_fuh_measure_end_date
29,ts_s_flu_season_start_date
29,ts_s_fuh_measure_start_date
29,tr_fuh_measure_start_date
29,tr_end_date
29,tr_flu_season_start_date
29,ts_start_date
29,tr_start_date
29,tr_flu_season_end_date
29,ts_s_flu_season_end_date
29,ts_end_date
29,tr_fuh_measure_end_date
