Attribute,Cluster ID
0,tr_fuh_measure_description
0,ts_s_fuh_measure_description
1,tr_hbips_3_overall_rate_per_1000
1,tr_hbips_2_overall_rate_per_1000
3,ts_s_hie_yes_count
3,ts_s_ehr_certified_percentage
3,ts_s_peoc_yes_count
3,tr_tob_2a_footnote
3,ts_s_ehr_paper_percentage
3,ts_s_hie_no_count
3,tr_fuh_30_footnote
3,ts_s_peoc_yes_percentage
3,ts_s_peoc_no_count
3,tr_hcp_percentage
3,ts_s_ehr_certified_count
3,tr_hcp_footnote
3,ts_s_ehr_paper_count
3,tr_hbips_5_overall_footnote
3,ts_s_ehr_non_certified_percentage
3,ts_s_peoc_no_percentage
3,tr_fuh_7_footnote
3,tr_tob_2_footnote
4,ts_s_tob_2a_percentage
4,tr_sub_1_footnote
4,ts_s_fuh_7_percentage
4,ts_s_hbips_6_overall_percentage_of_total
4,tr_hbips_2_overall_footnote
4,tr_fuh_30_percentage
4,ts_s_hbips_7_overall_percentage_of_total
4,ts_s_tob_1_percentage
4,ts_s_ehr_non_certified_count
4,tr_ehr_use_footnote
4,tr_tob_2_percentage
4,ts_s_sub_1_percentage
4,tr_imm_2_percentage
4,ts_s_tob_2_percentage
4,tr_hie_footnote
4,tr_hbips_3_overall_footnote
4,tr_hbips_5_overall_percentage_of_total
4,tr_hbips_6_overall_footnote
4,tr_sub_1_percentage
4,tr_tob_1_footnote
4,tr_tob_2a_percentage
4,tr_fuh_7_percentage
4,ts_s_fuh_30_percentage
4,ts_s_hbips_5_overall_percentage_of_total
4,tr_hbips_7_overall_footnote
4,tr_imm_2_footnote
4,ts_s_hcp_percentage
4,ts_s_imm_2_percentage
4,tr_peoc_assessed_footnote
4,tr_hbips_7_overall_percentage_of_total
5,tr_tob_2_2a_measure_desc
6,tr_hbips_6_measure_description
6,ts_s_hbips_6_measure_description
6,tr_hbips_2_measure_description
6,ts_s_hbips_2_measure_description
7,ts_st_name
9,tr_tob_2_2a__denominator
9,tr_hbips_5_overall_num
9,tr_tob_2a_numerator
9,tr_hbips_5_overall_den
10,tr_tob_1_percentage
10,ts_s_hie_no_percent
10,ts_s_hie_yes_percent
10,tr_hbips_6_overall_percentage_of_total
10,ts_s_hbips_3_overall_rate_per_1000
10,ts_s_hbips_2_overall_rate_per_1000
11,tr_hcp_measure_description
11,ts_s_hbips_5_measure_description
11,tr_hbips_5_measure_description
11,tr_hbips_3_measure_description
11,tr_sub_1_measure_description
11,ts_s_hie_measure_description
11,ts_s_imm_2_measure_description
11,ts_s_sub_1_measure_description
11,ts_s_hcp_measure_description
11,tr_hie_measure_description
11,ts_s_tob_1_measure_description
11,tr_imm_2_measure_description
11,tr_tob_1_measure_description
12,tr_city
12,tr_country_name
12,tr_hie_response
12,tr_peoc_assessed_response
13,ts_st_no
14,tr_hbips_6_overall_num
14,tr_tob_1_numerator
14,tr_hbips_7_overall_num
14,tr_hbips_3_overall_den
14,tr_imm_2_denominator
14,tr_hbips_7_overall_den
14,tr_hbips_2_overall_den
14,tr_tob_2_numerator
14,tr_hcp_numerator
14,tr_sub_1_numerator
14,tr_hbips_6_overall_den
14,tr_imm_2_numerator
14,tr_tob_1_denominator
14,tr_sub_1_denominator
14,tr_fuh_30_denominator
14,tr_tob_2_2a_denominator
14,tr_fuh_7_denominator
14,tr_hcp_denominator
14,tr_fuh_7_numerator
14,tr_fuh_30_numerator
16,tr_hbips_7_measure_description
16,ts_s_hbips_7_measure_description
16,ts_s_hbips_3_measure_description
16,tr_ehr_use_response
16,tr_hospital_name
16,tr_peoc_measure_description
16,ts_s_ehr_use_measure_description
16,ts_s_peoc_measure_description
16,tr_address
16,tr_ehr_use_measure_description
16,ts_tob_2_2a_measure_desc
17,tr_state
17,ts_state
18,ts_s_hbips_3_overall_den
18,ts_s_hbips_2_overall_den
18,tr_provider_number
19,ts_s_hbips_7_overall_den
19,ts_s_sub_1_numerator
19,ts_s_tob_1_numerator
19,ts_s_tob_2a_numerator
19,ts_s_hbips_7_overall_num
19,ts_s_fuh_7_numerator
19,ts_s_fuh_30_denominator
19,ts_s_imm_2_denominator
19,ts_s_hcp_denominator
19,ts_s_tob_2_2a__denominator
19,ts_s_hbips_6_overall_num
19,ts_s_imm_2_numerator
19,ts_s_hbips_6_overall_den
19,ts_s_tob_1_denominator
19,ts_s_fuh_30_numerator
19,ts_s_sub_1_denominator
19,ts_s_hcp_numerator
19,ts_s_tob_2_2a_denominator
19,ts_s_hbips_5_overall_num
19,ts_s_fuh_7_denominator
19,ts_s_hbips_5_overall_den
19,ts_s_tob_2_numerator
22,tr_zip_code
23,ts_s_hbips_3_overall_num
23,ts_s_hbips_2_overall_num
24,tr_hbips_3_overall_num
24,tr_hbips_2_overall_num
25,ts_s_fuh_measure_end_date
25,ts_s_fuh_measure_start_date
25,ts_start_date
25,ts_s_flu_season_start_date
25,ts_s_flu_season_end_date
25,ts_end_date
31,tr_fuh_measure_start_date
31,tr_end_date
31,tr_flu_season_start_date
31,tr_start_date
31,tr_flu_season_end_date
31,tr_fuh_measure_end_date
