0,ts_state
1,ts_s_hcp_denominator
1,ts_s_hcp_numerator
2,ts_st_no
2,tr_provider_number
6,ts_s_ehr_non_certified_count
8,ts_s_hbips_7_overall_den
8,tr_hbips_6_overall_num
8,ts_s_sub_1_numerator
8,ts_s_tob_1_numerator
8,tr_hbips_7_overall_num
8,tr_hbips_3_overall_den
8,ts_s_fuh_7_numerator
8,ts_s_imm_2_denominator
8,ts_s_hbips_2_overall_num
8,ts_s_tob_2a_numerator
8,ts_s_hbips_7_overall_num
8,ts_s_tob_1_denominator
8,ts_s_tob_2_2a__denominator
8,tr_imm_2_denominator
8,ts_s_hbips_3_overall_num
8,ts_s_fuh_30_denominator
8,tr_hbips_6_overall_den
8,ts_s_hbips_6_overall_num
8,ts_s_imm_2_numerator
8,ts_s_hbips_6_overall_den
8,ts_s_fuh_30_numerator
8,ts_s_sub_1_denominator
8,tr_sub_1_denominator
8,tr_tob_1_numerator
8,tr_hbips_2_overall_den
8,tr_hbips_7_overall_den
8,ts_s_tob_2_2a_denominator
8,tr_tob_1_denominator
8,ts_s_hbips_5_overall_num
8,ts_s_fuh_7_denominator
8,ts_s_hbips_5_overall_den
8,tr_sub_1_numerator
8,ts_s_tob_2_numerator
9,ts_s_hbips_2_overall_den
9,ts_s_hbips_3_overall_den
13,tr_state
14,tr_hbips_2_overall_footnote
14,tr_hie_footnote
14,tr_hbips_7_overall_footnote
14,tr_imm_2_footnote
14,tr_hbips_3_overall_footnote
14,tr_hbips_5_overall_percentage_of_total
14,tr_hbips_6_overall_footnote
14,tr_sub_1_footnote
14,tr_ehr_use_footnote
14,tr_peoc_assessed_footnote
14,tr_tob_1_footnote
14,tr_tob_2a_percentage
14,tr_fuh_7_percentage
14,tr_hcp_footnote
15,tr_tob_1_percentage
15,tr_imm_2_percentage
15,ts_s_tob_2a_percentage
15,tr_fuh_30_percentage
15,ts_s_sub_1_percentage
15,ts_s_ehr_paper_percentage
15,ts_s_ehr_certified_percentage
15,ts_s_hbips_5_overall_percentage_of_total
15,tr_tob_2_percentage
15,tr_hbips_6_overall_percentage_of_total
15,ts_s_tob_1_percentage
15,tr_zip_code
15,ts_s_hcp_percentage
15,tr_sub_1_percentage
15,ts_s_imm_2_percentage
15,ts_s_fuh_7_percentage
15,ts_s_tob_2_percentage
15,ts_s_hbips_6_overall_percentage_of_total
15,ts_s_fuh_30_percentage
15,ts_s_hbips_7_overall_percentage_of_total
15,tr_hbips_7_overall_percentage_of_total
16,tr_fuh_30_denominator
16,tr_hbips_5_overall_den
16,tr_tob_2_numerator
16,tr_hcp_numerator
16,tr_tob_2_2a_denominator
16,tr_hbips_5_overall_num
16,tr_tob_2_2a__denominator
16,tr_tob_2a_numerator
16,tr_fuh_7_denominator
16,tr_hcp_denominator
16,tr_imm_2_numerator
16,tr_fuh_7_numerator
16,tr_fuh_30_numerator
20,ts_s_hbips_5_measure_description
20,ts_s_hie_measure_description
20,ts_s_peoc_measure_description
20,tr_hbips_5_measure_description
20,ts_s_sub_1_measure_description
20,tr_tob_1_measure_description
20,tr_hbips_7_measure_description
20,ts_s_hcp_measure_description
20,tr_ehr_use_response
20,ts_s_imm_2_measure_description
20,tr_peoc_measure_description
20,ts_s_ehr_use_measure_description
20,ts_s_hbips_7_measure_description
20,tr_ehr_use_measure_description
20,ts_tob_2_2a_measure_desc
20,tr_hcp_measure_description
20,ts_s_hbips_3_measure_description
20,tr_hbips_3_measure_description
20,tr_sub_1_measure_description
20,tr_hie_measure_description
20,ts_s_tob_1_measure_description
20,tr_imm_2_measure_description
21,tr_hbips_6_measure_description
21,ts_s_hbips_6_measure_description
21,tr_hbips_2_measure_description
21,ts_s_hbips_2_measure_description
22,tr_hospital_name
23,ts_s_hie_yes_count
23,ts_s_ehr_paper_count
23,ts_s_peoc_yes_count
23,tr_tob_2a_footnote
23,ts_s_hie_no_count
23,tr_fuh_30_footnote
23,ts_s_peoc_yes_percentage
23,ts_s_peoc_no_count
23,tr_hcp_percentage
23,ts_s_ehr_certified_count
23,tr_hbips_5_overall_footnote
23,ts_s_ehr_non_certified_percentage
23,ts_s_peoc_no_percentage
23,tr_fuh_7_footnote
23,tr_tob_2_footnote
24,tr_hbips_3_overall_num
24,tr_hbips_2_overall_num
29,tr_address
30,ts_st_name
31,tr_city
31,tr_country_name
31,tr_hie_response
31,tr_peoc_assessed_response
35,ts_s_fuh_measure_end_date
35,ts_s_flu_season_start_date
35,ts_s_fuh_measure_start_date
35,tr_fuh_measure_start_date
35,tr_end_date
35,tr_flu_season_start_date
35,ts_start_date
35,tr_fuh_measure_end_date
35,tr_flu_season_end_date
35,ts_s_flu_season_end_date
35,ts_end_date
35,tr_start_date
37,tr_hbips_3_overall_rate_per_1000
37,tr_hbips_2_overall_rate_per_1000
38,tr_tob_2_2a_measure_desc
38,tr_fuh_measure_description
38,ts_s_fuh_measure_description
39,ts_s_hbips_2_overall_rate_per_1000
39,ts_s_hie_no_percent
39,ts_s_hie_yes_percent
39,ts_s_hbips_3_overall_rate_per_1000
