1,tr_hbips_3_overall_rate_per_1000
1,tr_hbips_2_overall_rate_per_1000
2,ts_st_name
3,ts_s_hbips_6_measure_description
3,tr_hbips_2_measure_description
3,ts_s_hbips_2_measure_description
3,tr_fuh_measure_description
3,tr_hbips_6_measure_description
3,ts_s_fuh_measure_description
4,ts_st_no
5,tr_fuh_30_denominator
5,tr_hbips_5_overall_den
5,tr_tob_2_numerator
5,tr_hcp_numerator
5,tr_tob_2_2a_denominator
5,tr_hbips_5_overall_num
5,tr_tob_2_2a__denominator
5,tr_tob_2a_numerator
5,tr_fuh_7_denominator
5,tr_hcp_denominator
5,tr_imm_2_numerator
5,tr_fuh_7_numerator
5,tr_fuh_30_numerator
6,ts_s_hbips_7_overall_den
6,tr_hbips_6_overall_num
6,ts_s_sub_1_numerator
6,ts_s_tob_1_numerator
6,tr_hbips_7_overall_num
6,ts_s_hbips_7_overall_num
6,ts_s_fuh_7_numerator
6,ts_s_imm_2_denominator
6,ts_s_tob_2a_numerator
6,ts_s_tob_1_denominator
6,ts_s_tob_2_2a__denominator
6,ts_s_fuh_30_denominator
6,tr_hbips_6_overall_den
6,ts_s_hbips_6_overall_num
6,ts_s_imm_2_numerator
6,ts_s_hbips_6_overall_den
6,ts_s_fuh_30_numerator
6,ts_s_sub_1_denominator
6,tr_sub_1_denominator
6,tr_tob_1_numerator
6,tr_hbips_7_overall_den
6,ts_s_tob_2_2a_denominator
6,tr_tob_1_denominator
6,ts_s_hbips_5_overall_num
6,ts_s_fuh_7_denominator
6,ts_s_hbips_5_overall_den
6,tr_sub_1_numerator
6,ts_s_tob_2_numerator
9,ts_s_fuh_measure_end_date
9,ts_s_flu_season_start_date
9,ts_s_fuh_measure_start_date
9,tr_fuh_measure_start_date
9,tr_end_date
9,tr_flu_season_start_date
9,ts_start_date
9,tr_fuh_measure_end_date
9,tr_flu_season_end_date
9,ts_s_flu_season_end_date
9,ts_end_date
9,tr_start_date
11,ts_s_ehr_use_measure_description
11,tr_ehr_use_measure_description
11,tr_address
11,tr_hospital_name
12,tr_tob_2_2a_measure_desc
13,tr_provider_number
14,tr_hbips_3_overall_num
14,tr_hbips_2_overall_num
15,tr_hbips_2_overall_den
15,ts_s_hbips_3_overall_num
15,ts_s_hbips_2_overall_num
15,tr_hbips_3_overall_den
15,tr_imm_2_denominator
16,ts_s_hcp_denominator
16,ts_s_hcp_numerator
19,tr_state
20,tr_hbips_7_measure_description
20,ts_s_hbips_5_measure_description
20,tr_hbips_5_measure_description
20,ts_s_hbips_3_measure_description
20,tr_hbips_3_measure_description
20,tr_sub_1_measure_description
20,ts_s_hie_measure_description
20,tr_peoc_measure_description
20,ts_s_imm_2_measure_description
20,ts_s_sub_1_measure_description
20,ts_tob_2_2a_measure_desc
20,ts_s_peoc_measure_description
20,tr_tob_1_measure_description
20,ts_s_hcp_measure_description
20,tr_hie_measure_description
20,ts_s_tob_1_measure_description
20,ts_s_hbips_7_measure_description
20,tr_imm_2_measure_description
20,tr_hcp_measure_description
20,tr_ehr_use_response
21,ts_s_hbips_2_overall_rate_per_1000
21,ts_s_hie_no_percent
21,ts_s_hie_yes_percent
21,ts_s_hbips_3_overall_rate_per_1000
22,ts_state
24,ts_s_hbips_2_overall_den
24,ts_s_hbips_3_overall_den
29,tr_city
29,tr_country_name
29,tr_hie_response
29,tr_peoc_assessed_response
31,tr_hbips_2_overall_footnote
31,tr_hie_footnote
31,tr_hbips_7_overall_footnote
31,tr_hbips_3_overall_footnote
31,tr_hbips_5_overall_percentage_of_total
31,tr_hbips_6_overall_footnote
31,ts_s_ehr_non_certified_count
31,tr_fuh_30_percentage
31,tr_ehr_use_footnote
31,tr_tob_2a_percentage
31,tr_fuh_7_percentage
31,tr_peoc_assessed_footnote
32,tr_tob_1_percentage
32,tr_imm_2_percentage
32,ts_s_tob_2a_percentage
32,tr_sub_1_percentage
32,ts_s_sub_1_percentage
32,ts_s_ehr_paper_percentage
32,ts_s_hbips_5_overall_percentage_of_total
32,tr_tob_2_percentage
32,tr_hbips_6_overall_percentage_of_total
32,ts_s_tob_1_percentage
32,tr_zip_code
32,ts_s_hcp_percentage
32,ts_s_imm_2_percentage
32,ts_s_fuh_7_percentage
32,ts_s_tob_2_percentage
32,ts_s_hbips_6_overall_percentage_of_total
32,ts_s_fuh_30_percentage
32,ts_s_hbips_7_overall_percentage_of_total
32,tr_hbips_7_overall_percentage_of_total
40,tr_sub_1_footnote
40,tr_tob_1_footnote
40,tr_hcp_footnote
40,tr_imm_2_footnote
41,ts_s_hie_yes_count
41,ts_s_ehr_certified_percentage
41,ts_s_peoc_yes_count
41,ts_s_hie_no_count
41,ts_s_peoc_no_count
41,ts_s_peoc_yes_percentage
41,tr_hcp_percentage
41,ts_s_ehr_certified_count
41,ts_s_ehr_paper_count
41,ts_s_peoc_no_percentage
41,ts_s_ehr_non_certified_percentage
42,tr_fuh_30_footnote
42,tr_hbips_5_overall_footnote
42,tr_tob_2a_footnote
42,tr_fuh_7_footnote
42,tr_tob_2_footnote
