Attribute,Cluster ID
hcp_denominator,5
hcp_numerator,5
fuh_7_numerator,6
tob_2_2a_denominator,6
tob_2_numerator,6
tob_2_2a__denominator,6
hbips_5_overall_num,6
fuh_7_denominator,6
fuh_30_numerator,6
tob_2a_numerator,6
hbips_5_overall_den,6
fuh_30_denominator,6
hbips_5_measure_description,7
hie_measure_description,7
address,8
start_date,10
start_date,10
start_date,10
start_date,10
start_date,10
start_date,10
end_date,10
end_date,10
end_date,10
end_date,10
end_date,10
end_date,10
flu_season_start_date,10
flu_season_start_date,10
flu_season_start_date,10
flu_season_start_date,10
flu_season_start_date,10
flu_season_start_date,10
fuh_measure_start_date,10
fuh_measure_start_date,10
fuh_measure_start_date,10
fuh_measure_start_date,10
fuh_measure_start_date,10
fuh_measure_start_date,10
fuh_measure_end_date,10
fuh_measure_end_date,10
fuh_measure_end_date,10
fuh_measure_end_date,10
fuh_measure_end_date,10
fuh_measure_end_date,10
flu_season_end_date,10
flu_season_end_date,10
flu_season_end_date,10
flu_season_end_date,10
flu_season_end_date,10
flu_season_end_date,10
hbips_6_overall_num,12
imm_2_denominator,12
tob_1_denominator,12
hbips_7_overall_num,12
imm_2_numerator,12
sub_1_numerator,12
sub_1_denominator,12
tob_1_numerator,12
hbips_6_overall_den,12
hbips_7_overall_den,12
hbips_3_overall_num,13
hbips_2_overall_num,13
hbips_7_measure_description,14
ehr_use_measure_description,15
ehr_use_response,15
hbips_3_measure_description,15
sub_1_measure_description,15
sub_1_measure_description,15
peoc_measure_description,15
tob_1_measure_description,15
tob_1_measure_description,15
hospital_name,16
hbips_3_overall_rate_per_1000,17
hbips_2_overall_rate_per_1000,17
hbips_3_overall_den,20
hbips_2_overall_den,20
state,21
imm_2_measure_description,22
hcp_measure_description,22
hie_response,23
peoc_assessed_response,23
peoc_assessed_footnote,25
peoc_assessed_footnote,25
peoc_assessed_footnote,25
hbips_6_overall_footnote,25
ehr_use_footnote,25
ehr_use_footnote,25
ehr_use_footnote,25
tob_1_footnote,25
hbips_7_overall_footnote,25
hbips_3_overall_footnote,25
hbips_2_overall_footnote,25
hie_footnote,25
hie_footnote,25
hie_footnote,25
zip_code,26
provider_number,27
hbips_2_measure_description,28
hbips_6_measure_description,28
city,30
country_name,30
hbips_6_overall_percentage_of_total,32
fuh_7_percentage,32
hbips_7_overall_percentage_of_total,32
imm_2_percentage,32
hbips_5_overall_percentage_of_total,32
tob_2_percentage,32
fuh_30_percentage,32
sub_1_percentage,32
tob_1_percentage,32
tob_2a_percentage,32
fuh_measure_description,35
tob_2_2a_measure_desc,36
hcp_footnote,39
imm_2_footnote,39
sub_1_footnote,39
hbips_5_overall_footnote,40
tob_2_footnote,40
tob_2a_footnote,40
fuh_30_footnote,40
fuh_7_footnote,40
hcp_percentage,41
