Attribute,Cluster ID
zip_code,0
provider_number,0
hbips_6_overall_num,1
hcp_denominator,1
hbips_7_overall_num,1
hbips_5_overall_footnote,1
state,1
hbips_3_overall_rate_per_1000,1
hie_response,1
hcp_percentage,1
hcp_numerator,1
hbips_6_overall_den,1
peoc_assessed_response,1
hbips_3_overall_num,2
tob_1_denominator,2
imm_2_numerator,2
sub_1_numerator,2
tob_1_numerator,2
hbips_2_overall_rate_per_1000,2
hbips_7_overall_den,2
fuh_7_numerator,3
tob_2_2a__denominator,3
fuh_7_denominator,3
tob_2a_numerator,3
hcp_footnote,4
peoc_assessed_footnote,4
peoc_assessed_footnote,4
peoc_assessed_footnote,4
hbips_6_overall_footnote,4
hbips_3_overall_footnote,4
tob_2_footnote,4
ehr_use_footnote,4
ehr_use_footnote,4
ehr_use_footnote,4
tob_1_footnote,4
tob_2a_footnote,4
imm_2_footnote,4
hbips_7_overall_footnote,4
fuh_30_footnote,4
hbips_2_overall_footnote,4
sub_1_footnote,4
fuh_7_footnote,4
hie_footnote,4
hie_footnote,4
hie_footnote,4
sub_1_denominator,5
hbips_6_overall_percentage_of_total,6
hbips_7_overall_percentage_of_total,6
imm_2_percentage,6
sub_1_percentage,6
tob_1_percentage,6
hbips_3_overall_den,8
imm_2_denominator,8
hbips_2_overall_den,8
tob_2_2a_denominator,8
tob_2_numerator,8
hbips_2_overall_num,8
fuh_30_numerator,8
fuh_30_denominator,8
start_date,10
start_date,10
start_date,10
start_date,10
start_date,10
start_date,10
end_date,10
end_date,10
end_date,10
end_date,10
end_date,10
end_date,10
flu_season_start_date,10
flu_season_start_date,10
flu_season_start_date,10
flu_season_start_date,10
flu_season_start_date,10
flu_season_start_date,10
fuh_measure_start_date,10
fuh_measure_start_date,10
fuh_measure_start_date,10
fuh_measure_start_date,10
fuh_measure_start_date,10
fuh_measure_start_date,10
fuh_measure_end_date,10
fuh_measure_end_date,10
fuh_measure_end_date,10
fuh_measure_end_date,10
fuh_measure_end_date,10
fuh_measure_end_date,10
flu_season_end_date,10
flu_season_end_date,10
flu_season_end_date,10
flu_season_end_date,10
flu_season_end_date,10
flu_season_end_date,10
ehr_use_measure_description,11
imm_2_measure_description,11
tob_2_2a_measure_desc,11
hospital_name,11
hbips_2_measure_description,11
ehr_use_response,11
hbips_3_measure_description,11
hcp_measure_description,11
sub_1_measure_description,11
sub_1_measure_description,11
hbips_6_measure_description,11
hie_measure_description,11
peoc_measure_description,11
tob_1_measure_description,11
tob_1_measure_description,11
address,11
tob_2_percentage,12
fuh_30_percentage,12
fuh_7_percentage,13
hbips_5_overall_percentage_of_total,13
city,13
hbips_5_overall_num,13
country_name,13
hbips_5_overall_den,13
tob_2a_percentage,13
hbips_5_measure_description,14
fuh_measure_description,14
hbips_7_measure_description,14
