Attribute,Cluster ID
tr_hbips_6_overall_num,16
tr_tob_1_denominator,16
tr_hbips_7_overall_num,16
tr_hbips_3_overall_den,16
tr_hbips_7_measure_description,15
tr_end_date,21
tr_end_date,21
tr_end_date,21
tr_end_date,21
tr_end_date,21
tr_end_date,21
tr_hcp_numerator,16
tr_tob_2a_percentage,12
tr_hbips_2_measure_description,14
tr_peoc_assessed_response,6
tr_hcp_percentage,31
tr_sub_1_footnote,4
tr_sub_1_measure_description,15
tr_sub_1_measure_description,15
tr_hcp_denominator,2
tr_hbips_2_overall_rate_per_1000,23
tr_hcp_footnote,4
tr_tob_2_footnote,39
tr_hbips_3_overall_rate_per_1000,23
tr_hbips_2_overall_footnote,12
tr_hbips_5_measure_description,15
tr_tob_2a_footnote,39
tr_imm_2_denominator,16
tr_hbips_5_overall_den,2
tr_hbips_7_overall_footnote,12
tr_hbips_6_overall_den,16
tr_tob_2_2a__denominator,2
tr_fuh_measure_end_date,21
tr_fuh_measure_end_date,21
tr_fuh_measure_end_date,21
tr_fuh_measure_end_date,21
tr_fuh_measure_end_date,21
tr_fuh_measure_end_date,21
tr_ehr_use_footnote,12
tr_ehr_use_footnote,12
tr_ehr_use_footnote,12
tr_hie_response,6
tr_hbips_3_overall_footnote,12
tr_hbips_6_measure_description,14
tr_hbips_5_overall_footnote,39
tr_hbips_6_overall_percentage_of_total,12
tr_hcp_measure_description,15
tr_hie_measure_description,15
tr_imm_2_percentage,12
tr_tob_2_numerator,2
tr_hie_footnote,12
tr_hie_footnote,12
tr_hie_footnote,12
tr_provider_number,9
tr_ehr_use_response,15
tr_fuh_7_denominator,2
tr_tob_2_percentage,12
tr_peoc_measure_description,15
tr_hbips_5_overall_percentage_of_total,12
tr_hbips_6_overall_footnote,12
tr_zip_code,5
tr_tob_2_2a_measure_desc,7
tr_state,6
tr_fuh_7_footnote,39
tr_tob_2a_numerator,2
tr_hbips_2_overall_num,0
tr_address,15
tr_tob_1_footnote,4
tr_flu_season_end_date,21
tr_flu_season_end_date,21
tr_flu_season_end_date,21
tr_flu_season_end_date,21
tr_flu_season_end_date,21
tr_flu_season_end_date,21
tr_fuh_7_percentage,12
tr_fuh_30_percentage,12
tr_ehr_use_measure_description,15
tr_fuh_measure_description,7
tr_fuh_30_numerator,2
tr_hbips_3_overall_num,0
tr_tob_1_percentage,12
tr_tob_1_numerator,16
tr_sub_1_percentage,12
tr_fuh_30_denominator,2
tr_hbips_3_measure_description,15
tr_hospital_name,15
tr_hbips_2_overall_den,16
tr_hbips_7_overall_den,16
tr_hbips_5_overall_num,2
tr_imm_2_footnote,4
tr_flu_season_start_date,21
tr_flu_season_start_date,21
tr_flu_season_start_date,21
tr_flu_season_start_date,21
tr_flu_season_start_date,21
tr_flu_season_start_date,21
tr_imm_2_numerator,16
tr_country_name,6
tr_fuh_measure_start_date,21
tr_fuh_measure_start_date,21
tr_fuh_measure_start_date,21
tr_fuh_measure_start_date,21
tr_fuh_measure_start_date,21
tr_fuh_measure_start_date,21
tr_start_date,21
tr_start_date,21
tr_start_date,21
tr_start_date,21
tr_start_date,21
tr_start_date,21
tr_sub_1_numerator,16
tr_tob_1_measure_description,15
tr_tob_1_measure_description,15
tr_tob_2_2a_denominator,2
tr_city,6
tr_fuh_30_footnote,39
tr_sub_1_denominator,16
tr_fuh_7_numerator,2
tr_imm_2_measure_description,15
tr_peoc_assessed_footnote,12
tr_peoc_assessed_footnote,12
tr_peoc_assessed_footnote,12
tr_hbips_7_overall_percentage_of_total,12
