Attribute,Cluster ID
tr_hbips_6_overall_num,41
tr_tob_1_denominator,41
tr_hbips_7_overall_num,41
tr_hbips_3_overall_den,48
tr_hbips_7_measure_description,15
tr_end_date,42
tr_end_date,42
tr_end_date,42
tr_end_date,42
tr_end_date,42
tr_end_date,42
tr_hcp_numerator,33
tr_tob_2a_percentage,11
tr_hbips_2_measure_description,9
tr_peoc_assessed_response,38
tr_hcp_percentage,13
tr_sub_1_footnote,5
tr_sub_1_measure_description,29
tr_sub_1_measure_description,29
tr_hcp_denominator,33
tr_hbips_2_overall_rate_per_1000,44
tr_hcp_footnote,5
tr_tob_2_footnote,6
tr_hbips_3_overall_rate_per_1000,44
tr_hbips_2_overall_footnote,4
tr_hbips_5_measure_description,22
tr_tob_2a_footnote,6
tr_imm_2_denominator,40
tr_hbips_5_overall_den,26
tr_hbips_7_overall_footnote,4
tr_hbips_6_overall_den,41
tr_tob_2_2a__denominator,27
tr_fuh_measure_end_date,42
tr_fuh_measure_end_date,42
tr_fuh_measure_end_date,42
tr_fuh_measure_end_date,42
tr_fuh_measure_end_date,42
tr_fuh_measure_end_date,42
tr_ehr_use_footnote,4
tr_ehr_use_footnote,4
tr_ehr_use_footnote,4
tr_hie_response,38
tr_hbips_3_overall_footnote,4
tr_hbips_6_measure_description,9
tr_hbips_5_overall_footnote,6
tr_hbips_6_overall_percentage_of_total,11
tr_hcp_measure_description,30
tr_hie_measure_description,22
tr_imm_2_percentage,11
tr_tob_2_numerator,34
tr_hie_footnote,4
tr_hie_footnote,4
tr_hie_footnote,4
tr_provider_number,46
tr_ehr_use_response,28
tr_fuh_7_denominator,27
tr_tob_2_percentage,11
tr_peoc_measure_description,21
tr_hbips_5_overall_percentage_of_total,11
tr_hbips_6_overall_footnote,4
tr_zip_code,3
tr_tob_2_2a_measure_desc,24
tr_state,1
tr_fuh_7_footnote,6
tr_tob_2a_numerator,27
tr_hbips_2_overall_num,19
tr_address,14
tr_tob_1_footnote,5
tr_flu_season_end_date,42
tr_flu_season_end_date,42
tr_flu_season_end_date,42
tr_flu_season_end_date,42
tr_flu_season_end_date,42
tr_flu_season_end_date,42
tr_fuh_7_percentage,11
tr_fuh_30_percentage,11
tr_ehr_use_measure_description,21
tr_fuh_measure_description,17
tr_fuh_30_numerator,34
tr_hbips_3_overall_num,19
tr_tob_1_percentage,11
tr_tob_1_numerator,41
tr_sub_1_percentage,11
tr_fuh_30_denominator,34
tr_hbips_3_measure_description,29
tr_hospital_name,7
tr_hbips_2_overall_den,48
tr_hbips_7_overall_den,41
tr_hbips_5_overall_num,26
tr_imm_2_footnote,5
tr_flu_season_start_date,42
tr_flu_season_start_date,42
tr_flu_season_start_date,42
tr_flu_season_start_date,42
tr_flu_season_start_date,42
tr_flu_season_start_date,42
tr_imm_2_numerator,34
tr_country_name,31
tr_fuh_measure_start_date,42
tr_fuh_measure_start_date,42
tr_fuh_measure_start_date,42
tr_fuh_measure_start_date,42
tr_fuh_measure_start_date,42
tr_fuh_measure_start_date,42
tr_start_date,42
tr_start_date,42
tr_start_date,42
tr_start_date,42
tr_start_date,42
tr_start_date,42
tr_sub_1_numerator,41
tr_tob_1_measure_description,29
tr_tob_1_measure_description,29
tr_tob_2_2a_denominator,34
tr_city,31
tr_fuh_30_footnote,6
tr_sub_1_denominator,41
tr_fuh_7_numerator,34
tr_imm_2_measure_description,30
tr_peoc_assessed_footnote,4
tr_peoc_assessed_footnote,4
tr_peoc_assessed_footnote,4
tr_hbips_7_overall_percentage_of_total,11
