Attribute,Cluster ID
ts_s_hbips_7_overall_den,41
ts_s_sub_1_percentage,11
ts_s_sub_1_numerator,41
ts_s_tob_1_numerator,41
ts_s_tob_2a_numerator,41
ts_s_hbips_7_overall_num,41
ts_s_fuh_measure_start_date,42
ts_start_date,42
ts_s_peoc_no_count,13
ts_st_no,41
ts_s_imm_2_measure_description,30
ts_s_tob_2a_percentage,11
ts_st_name,28
ts_s_peoc_measure_description,21
ts_s_tob_2_numerator,41
ts_s_imm_2_denominator,41
ts_s_hbips_2_overall_num,40
ts_s_fuh_7_percentage,11
ts_s_peoc_yes_count,13
ts_s_flu_season_end_date,42
ts_s_imm_2_numerator,41
ts_s_hbips_6_overall_percentage_of_total,11
ts_s_hcp_denominator,48
ts_s_hie_measure_description,22
ts_s_tob_2_2a__denominator,41
ts_s_ehr_paper_percentage,11
ts_s_ehr_non_certified_count,3
ts_s_peoc_no_percentage,13
ts_s_hbips_7_overall_percentage_of_total,11
ts_s_tob_1_percentage,11
ts_s_sub_1_measure_description,29
ts_s_ehr_certified_count,13
ts_s_hbips_6_overall_num,41
ts_s_hbips_2_overall_den,48
ts_s_hbips_6_overall_den,41
ts_s_fuh_measure_end_date,42
ts_s_hie_yes_count,13
ts_s_tob_2_percentage,11
ts_s_hcp_measure_description,30
ts_s_hbips_5_overall_den,41
ts_state,1
ts_s_flu_season_start_date,42
ts_s_fuh_30_numerator,41
ts_s_ehr_use_measure_description,21
ts_s_tob_1_denominator,41
ts_s_hbips_7_measure_description,15
ts_s_sub_1_denominator,41
ts_s_fuh_30_denominator,41
ts_s_ehr_non_certified_percentage,13
ts_s_fuh_30_percentage,11
ts_s_hcp_numerator,48
ts_s_hbips_3_overall_den,48
ts_tob_2_2a_measure_desc,21
ts_s_fuh_measure_description,17
ts_s_hbips_5_overall_percentage_of_total,11
ts_s_hie_no_percent,11
ts_end_date,42
ts_s_hbips_3_measure_description,29
ts_s_hbips_3_overall_rate_per_1000,11
ts_s_hie_no_count,13
ts_s_hie_yes_percent,11
ts_s_hbips_6_measure_description,9
ts_s_hbips_5_measure_description,22
ts_s_tob_2_2a_denominator,41
ts_s_hbips_2_measure_description,9
ts_s_ehr_certified_percentage,11
ts_s_hcp_percentage,11
ts_s_ehr_paper_count,13
ts_s_hbips_3_overall_num,40
ts_s_hbips_5_overall_num,41
ts_s_fuh_7_denominator,41
ts_s_imm_2_percentage,11
ts_s_hbips_2_overall_rate_per_1000,11
ts_s_tob_1_measure_description,29
ts_s_peoc_yes_percentage,13
ts_s_fuh_7_numerator,41
