test_attribute,train_attribute,distance,probability
ts_s_hbips_7_overall_den,tr_hbips_6_overall_num,0.11542703322878918,0.891667528261771
ts_s_hbips_7_overall_den,tr_tob_1_numerator,0.13034124443168402,0.8776699982340078
ts_s_hbips_7_overall_den,tr_hbips_7_overall_num,0.128358404477463,0.8795309656979841
ts_s_hbips_7_overall_den,tr_imm_2_denominator,0.1975684438365601,0.8145748248084418
ts_s_hbips_7_overall_den,tr_hbips_7_overall_den,0.12763385130912566,0.8802109852171219
ts_s_hbips_7_overall_den,tr_hbips_6_overall_den,0.12099347089822655,0.8864432239143512
ts_s_hbips_7_overall_den,tr_tob_1_denominator,0.11852763390872188,0.8887575016749786
ts_s_hbips_7_overall_den,tr_sub_1_denominator,0.12663869866671879,0.8811449721913438
ts_s_fuh_measure_end_date,tr_fuh_measure_start_date,0.0,1
ts_s_fuh_measure_end_date,tr_end_date,0.0,1
ts_s_fuh_measure_end_date,tr_flu_season_start_date,0.0,1
ts_s_fuh_measure_end_date,tr_start_date,0.0,1
ts_s_fuh_measure_end_date,tr_flu_season_end_date,0.0,1
ts_s_fuh_measure_end_date,tr_fuh_measure_end_date,0.0,1
ts_s_sub_1_numerator,tr_hbips_6_overall_num,0.08110690476155531,0.9013039988036121
ts_s_sub_1_numerator,tr_tob_1_numerator,0.09971173451505094,0.8786644676193329
ts_s_sub_1_numerator,tr_hbips_7_overall_num,0.09193524895272759,0.888127386104746
ts_s_sub_1_numerator,tr_imm_2_denominator,0.16751698421354178,0.79615475990656
ts_s_sub_1_numerator,tr_hbips_7_overall_den,0.10198191016057702,0.8759019745999586
ts_s_sub_1_numerator,tr_hbips_6_overall_den,0.09811151818211765,0.8806117118591911
ts_s_sub_1_numerator,tr_tob_1_denominator,0.09022876481477513,0.8902039437173945
ts_s_sub_1_numerator,tr_sub_1_denominator,0.0911920500920996,0.8890317573892048
ts_s_tob_1_numerator,tr_hbips_6_overall_num,0.0962452596235264,0.8950338082417599
ts_s_tob_1_numerator,tr_tob_1_numerator,0.11134383682988473,0.8785671255550649
ts_s_tob_1_numerator,tr_hbips_7_overall_num,0.10915718024939997,0.8809519184771724
ts_s_tob_1_numerator,tr_imm_2_denominator,0.17990541959596437,0.8037930715182924
ts_s_tob_1_numerator,tr_hbips_7_overall_den,0.10943532336499033,0.880648572382814
ts_s_tob_1_numerator,tr_hbips_6_overall_den,0.10328867314473547,0.8873521801055615
ts_s_tob_1_numerator,tr_tob_1_denominator,0.09969779335572075,0.891268435077379
ts_s_tob_1_numerator,tr_sub_1_denominator,0.10784326590010151,0.8823848886419559
ts_s_tob_2a_numerator,tr_hbips_6_overall_num,0.027454872063078364,0.9423737029352939
ts_s_tob_2a_numerator,tr_tob_1_numerator,0.0565028317874423,0.8814036007124927
ts_s_tob_2a_numerator,tr_hbips_7_overall_num,0.03005944111256893,0.9369068528466595
ts_s_tob_2a_numerator,tr_imm_2_denominator,0.12567569375181503,0.73621349080353
ts_s_tob_2a_numerator,tr_hbips_7_overall_den,0.07436215435286958,0.8439178449906966
ts_s_tob_2a_numerator,tr_hbips_6_overall_den,0.0766833097877237,0.8390458648075456
ts_s_tob_2a_numerator,tr_tob_1_denominator,0.05442067621777592,0.8857739330570344
ts_s_tob_2a_numerator,tr_sub_1_denominator,0.03127059321471213,0.9343647098467471
ts_s_hbips_7_overall_num,tr_hbips_6_overall_num,0.11135165018983778,0.8930990756448197
ts_s_hbips_7_overall_num,tr_tob_1_numerator,0.12747450725537243,0.8776206492307188
ts_s_hbips_7_overall_num,tr_hbips_7_overall_num,0.12456327709240791,0.8804155175142244
ts_s_hbips_7_overall_num,tr_imm_2_denominator,0.1960834006233062,0.8117540535627233
ts_s_hbips_7_overall_num,tr_hbips_7_overall_den,0.12536430911547353,0.8796465027438297
ts_s_hbips_7_overall_num,tr_hbips_6_overall_den,0.1186798634984048,0.8860637710469788
ts_s_hbips_7_overall_num,tr_tob_1_denominator,0.1154239576517804,0.8891895383259026
ts_s_hbips_7_overall_num,tr_sub_1_denominator,0.12269315384323609,0.8822108919308025
ts_s_fuh_measure_start_date,tr_fuh_measure_start_date,0.0,1
ts_s_fuh_measure_start_date,tr_end_date,0.0,1
ts_s_fuh_measure_start_date,tr_flu_season_start_date,0.0,1
ts_s_fuh_measure_start_date,tr_start_date,0.0,1
ts_s_fuh_measure_start_date,tr_flu_season_end_date,0.0,1
ts_s_fuh_measure_start_date,tr_fuh_measure_end_date,0.0,1
ts_start_date,tr_fuh_measure_start_date,0.0,1
ts_start_date,tr_end_date,0.0,1
ts_start_date,tr_flu_season_start_date,0.0,1
ts_start_date,tr_start_date,0.0,1
ts_start_date,tr_flu_season_end_date,0.0,1
ts_start_date,tr_fuh_measure_end_date,0.0,1
ts_s_peoc_no_count,tr_sub_1_footnote,0.48746472692903636,0.8053025120210298
ts_s_peoc_no_count,tr_hcp_footnote,0.4495640332588896,0.8204403659878713
ts_s_peoc_no_count,tr_zip_code,0.5827554032353539,0.7672426191103412
ts_s_peoc_no_count,tr_tob_1_footnote,0.5163825519902856,0.7937524908888133
ts_s_peoc_no_count,tr_imm_2_footnote,0.467536501248833,0.8132620119919445
ts_st_no,tr_imm_2_numerator,0.9892915141655668,0.4997794399989177
ts_st_no,tr_sub_1_numerator,0.9884191064523187,0.5002205600010824
ts_s_imm_2_measure_description,tr_hcp_measure_description,0.18211952119418717,0.960342306647729
ts_s_imm_2_measure_description,tr_hbips_7_measure_description,0.7253556989505217,0.8420491461229468
ts_s_imm_2_measure_description,tr_hbips_5_measure_description,0.32240801789037443,0.9297935870686989
