test_attribute,train_attribute,distance,probability
ts_end_date,tr_end_date,1,0.9838709677
ts_start_date,tr_start_date,1,0.9824561404
ts_s_hbips_6_overall_percentage_of_total,tr_hbips_6_overall_percentage_of_total,3,0.9811320755
ts_s_hbips_7_overall_percentage_of_total,tr_hbips_7_overall_percentage_of_total,3,0.9811320755
ts_s_hbips_5_overall_percentage_of_total,tr_hbips_5_overall_percentage_of_total,3,0.9811320755
ts_s_hbips_6_overall_percentage_of_total,tr_hbips_5_overall_percentage_of_total,4,0.9748427673
ts_s_hbips_6_overall_percentage_of_total,tr_hbips_7_overall_percentage_of_total,4,0.9748427673
ts_s_hbips_7_overall_percentage_of_total,tr_hbips_6_overall_percentage_of_total,4,0.9748427673
ts_s_hbips_7_overall_percentage_of_total,tr_hbips_5_overall_percentage_of_total,4,0.9748427673
ts_s_hbips_5_overall_percentage_of_total,tr_hbips_6_overall_percentage_of_total,4,0.9748427673
ts_s_hbips_5_overall_percentage_of_total,tr_hbips_7_overall_percentage_of_total,4,0.9748427673
ts_s_fuh_30_percentage,tr_fuh_30_percentage,3,0.9727272727
ts_s_hbips_7_overall_den,tr_hbips_7_overall_den,3,0.9724770642
ts_s_hbips_7_overall_num,tr_hbips_7_overall_num,3,0.9724770642
ts_s_hbips_6_overall_num,tr_hbips_6_overall_num,3,0.9724770642
ts_s_hbips_6_overall_den,tr_hbips_6_overall_den,3,0.9724770642
ts_s_imm_2_denominator,tr_imm_2_denominator,3,0.9719626168
ts_s_imm_2_percentage,tr_imm_2_percentage,3,0.9716981132
ts_s_sub_1_denominator,tr_sub_1_denominator,3,0.9714285714
ts_s_sub_1_percentage,tr_sub_1_percentage,3,0.9711538462
ts_s_tob_1_denominator,tr_tob_1_denominator,3,0.9708737864
ts_s_sub_1_numerator,tr_sub_1_numerator,3,0.9702970297
ts_s_ehr_use_measure_description,tr_ehr_use_measure_description,3,0.97
ts_s_tob_1_numerator,tr_tob_1_numerator,3,0.9696969697
ts_s_tob_1_percentage,tr_tob_1_percentage,3,0.9690721649
ts_s_tob_2a_percentage,tr_tob_2a_percentage,3,0.96875
ts_s_tob_2_percentage,tr_tob_2_percentage,3,0.96875
ts_s_sub_1_measure_description,tr_sub_1_measure_description,3,0.9662921348
ts_s_hbips_7_measure_description,tr_hbips_7_measure_description,3,0.9662921348
ts_s_hbips_3_measure_description,tr_hbips_3_measure_description,3,0.9662921348
ts_s_hbips_5_measure_description,tr_hbips_5_measure_description,3,0.9662921348
ts_s_tob_1_measure_description,tr_tob_1_measure_description,3,0.9655172414
ts_s_imm_2_measure_description,tr_imm_2_measure_description,3,0.9651162791
ts_s_hbips_3_overall_num,tr_hbips_6_overall_num,4,0.963963964
ts_s_hbips_3_overall_num,tr_hbips_7_overall_num,4,0.963963964
ts_s_hbips_5_overall_den,tr_hbips_7_overall_den,4,0.963963964
ts_s_hbips_5_overall_den,tr_hbips_6_overall_den,4,0.963963964
ts_s_peoc_measure_description,tr_peoc_measure_description,3,0.9638554217
ts_s_hbips_7_overall_den,tr_hbips_6_overall_den,4,0.9633027523
ts_s_hbips_7_overall_num,tr_hbips_6_overall_num,4,0.9633027523
ts_s_hbips_6_overall_num,tr_hbips_7_overall_num,4,0.9633027523
ts_s_hbips_6_overall_den,tr_hbips_7_overall_den,4,0.9633027523
ts_s_hcp_measure_description,tr_hcp_measure_description,3,0.9620253165
ts_s_hie_measure_description,tr_hie_measure_description,3,0.9620253165
ts_s_tob_1_denominator,tr_sub_1_denominator,4,0.9611650485
ts_s_tob_2_numerator,tr_tob_1_numerator,4,0.9611650485
ts_s_tob_1_numerator,tr_sub_1_numerator,4,0.9595959596
ts_s_tob_1_percentage,tr_tob_2_percentage,4,0.9587628866
ts_s_tob_1_percentage,tr_sub_1_percentage,4,0.9587628866
ts_s_tob_2a_percentage,tr_tob_2_percentage,4,0.9583333333
ts_s_tob_2_percentage,tr_tob_1_percentage,4,0.9583333333
ts_s_tob_2_percentage,tr_tob_2a_percentage,4,0.9583333333
ts_s_tob_2a_numerator,tr_tob_1_numerator,5,0.9553571429
ts_s_fuh_measure_start_date,tr_fuh_measure_start_date,3,0.9552238806
ts_s_hbips_7_measure_description,tr_hbips_5_measure_description,4,0.9550561798
ts_s_hbips_7_measure_description,tr_hbips_3_measure_description,4,0.9550561798
ts_s_hbips_3_measure_description,tr_hbips_7_measure_description,4,0.9550561798
ts_s_hbips_3_measure_description,tr_hbips_5_measure_description,4,0.9550561798
ts_s_hbips_5_measure_description,tr_hbips_7_measure_description,4,0.9550561798
ts_s_hbips_5_measure_description,tr_hbips_3_measure_description,4,0.9550561798
ts_s_fuh_7_denominator,tr_sub_1_denominator,5,0.954954955
ts_s_tob_1_measure_description,tr_sub_1_measure_description,4,0.9540229885
ts_s_flu_season_start_date,tr_flu_season_start_date,3,0.9538461538
ts_s_fuh_7_percentage,tr_fuh_30_percentage,5,0.9537037037
ts_s_fuh_7_percentage,tr_sub_1_percentage,5,0.9537037037
ts_s_fuh_7_numerator,tr_sub_1_numerator,5,0.9528301887
ts_s_fuh_measure_end_date,tr_fuh_measure_end_date,3,0.9523809524
ts_s_flu_season_end_date,tr_flu_season_end_date,3,0.9523809524
ts_s_sub_1_denominator,tr_tob_1_denominator,5,0.9523809524
ts_s_hcp_percentage,tr_sub_1_percentage,5,0.9523809524
ts_s_sub_1_percentage,tr_tob_1_percentage,5,0.9519230769
ts_s_tob_2_numerator,tr_sub_1_numerator,5,0.9514563107
ts_s_fuh_30_denominator,tr_sub_1_denominator,6,0.9508196721
ts_s_sub_1_numerator,tr_tob_1_numerator,5,0.9504950495
ts_s_fuh_30_numerator,tr_sub_1_numerator,6,0.9487179487
ts_s_tob_1_percentage,tr_tob_2a_percentage,5,0.9484536082
ts_s_tob_2a_percentage,tr_tob_1_percentage,5,0.9479166667
ts_s_tob_2_percentage,tr_sub_1_percentage,5,0.9479166667
ts_s_tob_2a_numerator,tr_sub_1_numerator,6,0.9464285714
ts_s_tob_2_2a_denominator,tr_tob_1_denominator,7,0.9457364341
ts_s_fuh_30_percentage,tr_sub_1_percentage,6,0.9454545455
ts_s_hbips_7_overall_den,tr_hbips_7_overall_num,6,0.9449541284
ts_s_hbips_7_overall_num,tr_hbips_7_overall_den,6,0.9449541284
ts_s_hbips_6_overall_num,tr_hbips_6_overall_den,6,0.9449541284
ts_s_hbips_6_overall_den,tr_hbips_6_overall_num,6,0.9449541284
ts_s_imm_2_denominator,tr_sub_1_denominator,6,0.9439252336
ts_s_sub_1_measure_description,tr_tob_1_measure_description,5,0.9438202247
ts_s_imm_2_percentage,tr_tob_2_percentage,6,0.9433962264
ts_s_imm_2_percentage,tr_sub_1_percentage,6,0.9433962264
ts_s_hcp_percentage,tr_tob_1_percentage,6,0.9428571429
ts_s_hcp_percentage,tr_imm_2_percentage,6,0.9428571429
ts_s_hcp_percentage,tr_fuh_30_percentage,6,0.9428571429
ts_s_hcp_percentage,tr_tob_2_percentage,6,0.9428571429
ts_s_sub_1_percentage,tr_tob_2_percentage,6,0.9423076923
ts_s_tob_2_2a__denominator,tr_tob_1_denominator,8,0.9420289855
ts_s_imm_2_numerator,tr_sub_1_numerator,6,0.9411764706
ts_s_tob_2_2a_denominator,tr_sub_1_denominator,8,0.9379844961
ts_s_tob_2a_percentage,tr_sub_1_percentage,6,0.9375
ts_s_tob_2_percentage,tr_imm_2_percentage,6,0.9375
ts_s_fuh_7_denominator,tr_imm_2_denominator,7,0.9369369369
ts_s_fuh_7_denominator,tr_tob_1_denominator,7,0.9369369369
ts_s_hbips_3_overall_num,tr_hbips_7_overall_den,7,0.9369369369
ts_s_hbips_3_overall_num,tr_hbips_6_overall_den,7,0.9369369369
ts_s_hbips_5_overall_den,tr_hbips_6_overall_num,7,0.9369369369
ts_s_hbips_5_overall_den,tr_hbips_7_overall_num,7,0.9369369369
ts_s_hcp_measure_description,tr_sub_1_measure_description,5,0.9367088608
ts_s_hcp_measure_description,tr_peoc_measure_description,5,0.9367088608
ts_s_hcp_measure_description,tr_hie_measure_description,5,0.9367088608
ts_s_hie_measure_description,tr_sub_1_measure_description,5,0.9367088608
ts_s_hie_measure_description,tr_hcp_measure_description,5,0.9367088608
ts_s_hbips_7_overall_den,tr_hbips_6_overall_num,7,0.9357798165
ts_s_hbips_7_overall_num,tr_hbips_6_overall_den,7,0.9357798165
ts_s_hbips_6_overall_num,tr_hbips_7_overall_den,7,0.9357798165
ts_s_hbips_6_overall_den,tr_hbips_7_overall_num,7,0.9357798165
ts_s_fuh_7_percentage,tr_tob_1_percentage,7,0.9351851852
ts_s_fuh_7_percentage,tr_imm_2_percentage,7,0.9351851852
ts_s_fuh_7_percentage,tr_tob_2_percentage,7,0.9351851852
ts_s_tob_2_2a__denominator,tr_sub_1_denominator,9,0.9347826087
ts_s_imm_2_denominator,tr_tob_1_denominator,7,0.9345794393
ts_s_fuh_30_denominator,tr_imm_2_denominator,8,0.9344262295
ts_s_fuh_30_denominator,tr_tob_1_denominator,8,0.9344262295
ts_s_imm_2_percentage,tr_tob_1_percentage,7,0.9339622642
ts_s_imm_2_percentage,tr_tob_2a_percentage,7,0.9339622642
ts_s_fuh_7_numerator,tr_tob_1_numerator,7,0.9339622642
ts_s_sub_1_denominator,tr_imm_2_denominator,7,0.9333333333
ts_s_hcp_percentage,tr_tob_2a_percentage,7,0.9333333333
ts_s_sub_1_percentage,tr_imm_2_percentage,7,0.9326923077
ts_s_sub_1_percentage,tr_fuh_30_percentage,7,0.9326923077
ts_s_sub_1_percentage,tr_tob_2a_percentage,7,0.9326923077
ts_s_tob_1_denominator,tr_imm_2_denominator,7,0.932038835
ts_s_fuh_30_numerator,tr_tob_1_numerator,8,0.9316239316
ts_s_imm_2_numerator,tr_tob_1_numerator,7,0.931372549
ts_s_imm_2_measure_description,tr_hbips_7_measure_description,6,0.9302325581
ts_s_imm_2_measure_description,tr_hbips_5_measure_description,6,0.9302325581
ts_s_imm_2_measure_description,tr_sub_1_measure_description,6,0.9302325581
ts_s_imm_2_measure_description,tr_hbips_3_measure_description,6,0.9302325581
ts_s_tob_2_2a_denominator,tr_imm_2_denominator,9,0.9302325581
ts_s_hie_no_percent,tr_fuh_30_percentage,10,0.928057554
ts_s_hie_no_percent,tr_sub_1_percentage,10,0.928057554
ts_s_tob_1_percentage,tr_imm_2_percentage,7,0.9278350515
